,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
678,Glory,(1989),122 min,7.8,78        ,"140,557",$26.83M,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
679,Paddington 2,(2017),103 min,7.8,88        ,"87,026",$40.44M,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
680,Mississippi Burning,(1988),128 min,7.8,65        ,"105,701",$34.60M,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
681,The Remains of the Day,(1993),134 min,7.8,86        ,"80,062",$22.95M,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
682,Dawn of the Dead,(1978),127 min,7.8,71        ,"125,230",$5.10M,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
683,The Day the Earth Stood Still,(1951),92 min,7.8,83        ,"84,358",%^%^%^,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
684,La migliore offerta,(2013),131 min,7.8,49        ,"124,747",$0.09M,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
685,East of Eden,(1955),118 min,7.8,72        ,"47,661",%^%^%^,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light."
686,The Day of the Jackal,(1973),143 min,7.8,80        ,"43,204",$16.06M,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle."
687,How to Train Your Dragon 2,(2014),102 min,7.8,77        ,"352,575",$177.00M,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
688,Ed Wood,(1994),127 min,7.8,70        ,"180,911",$5.89M,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.
689,Night of the Living Dead,(1968),96 min,7.8,89        ,"134,540",$0.09M,A ragtag group of survivors barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast portion of the United States.
690,Changeling,(2008),141 min,7.8,63        ,"261,505",$35.74M,Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.
691,The Outlaw Josey Wales,(1976),135 min,7.8,69        ,"77,585",$31.80M,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
692,Days of Heaven,(1978),94 min,7.8,93        ,"60,847",%^%^%^,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
693,Kramer vs. Kramer,(1979),105 min,7.8,77        ,"150,966",$106.26M,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
694,The Right Stuff,(1983),193 min,7.8,91        ,"63,910",$21.50M,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
695,Letters from Iwo Jima,(2006),141 min,7.8,89        ,"167,443",$13.76M,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
696,My Fair Lady,(1964),170 min,7.8,95        ,"99,171",$72.00M,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
697,All That Jazz,(1979),123 min,7.8,72        ,"33,894",$37.82M,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
698,October Sky,(1999),108 min,7.8,71        ,"95,483",$32.48M,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
699,Freaks,(1932),64 min,7.8,80        ,"48,752",$0.63M,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
700,Once,(I) (2007),86 min,7.8,90        ,"119,470",$9.44M,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
701,Cabaret,(1972),124 min,7.8,80        ,"57,694",$42.77M,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
702,Breaking the Waves,(1996),159 min,7.8,82        ,"69,855",$4.04M,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another."
703,Stagecoach,(1939),96 min,7.8,93        ,"51,931",%^%^%^,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
704,Pride,(I) (2014),119 min,7.8,79        ,"60,229",%^%^%^,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
705,Mimi wo sumaseba,(1995),111 min,7.8,75        ,"68,173",%^%^%^,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses."
706,The Killing Fields,(1984),141 min,7.8,76        ,"57,812",$34.70M,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
707,Shadow of a Doubt,(1943),108 min,7.8,94        ,"68,410",%^%^%^,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
708,Manhattan,(1979),96 min,7.8,83        ,"144,066",$45.70M,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
709,My Left Foot: The Story of Christy Brown,(1989),103 min,7.8,97        ,"77,717",$14.74M,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
710,"Aguirre, der Zorn Gottes",(1972),95 min,7.8,****,"59,880",%^%^%^,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
711,Lilja 4-ever,(2002),109 min,7.8,83        ,"47,700",$0.18M,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
712,Chugyeokja,(2008),125 min,7.8,64        ,"70,157",%^%^%^,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.
713,Frankenstein,(1931),70 min,7.8,91        ,"76,454",%^%^%^,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.
714,Loving Vincent,(2017),94 min,7.8,62        ,"61,268",$6.74M,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."
715,The World's Fastest Indian,(2005),127 min,7.8,68        ,"56,937",$5.13M,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
716,Jûbê ninpûchô,(1993),94 min,7.8,****,"39,374",%^%^%^,A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate.
717,The Man Who Would Be King,(1975),129 min,7.8,91        ,"50,901",%^%^%^,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
718,Das weiße Band - Eine deutsche Kindergeschichte,(2009),144 min,7.8,84        ,"76,056",$2.22M,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
719,To Have and Have Not,(1944),100 min,7.8,90        ,"37,016",%^%^%^,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
720,Hannah and Her Sisters,(1986),107 min,7.8,90        ,"74,110",$40.08M,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
721,Guess Who's Coming to Dinner,(1967),108 min,7.8,63        ,"47,586",$56.70M,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
722,Todo sobre mi madre,(1999),101 min,7.8,87        ,"100,514",$8.26M,"Pedro Almodovar's Oscar-winning comedy (Best Foreign Film, 1999) about a bereaved mother, and overwrought actress, her jealous lover and a pregnant nun."
